Date,CSPX.L,VUSA.L,IWDA.AS,VWCE.DE,IMEU.L,EXSA.DE,EUN2.DE,EIMI.L
2023-02-28,413.0299987792969,62.400001525878906,72.25499725341797,95.12000274658203,2507.0,45.60499954223633,42.96500015258789,28.940000534057617
2023-03-01,409.6600036621094,62.41999816894531,71.48500061035156,94.38999938964844,2522.5,45.33000183105469,42.755001068115234,29.450000762939453
2023-03-02,408.7900085449219,62.662498474121094,71.83999633789062,94.83999633789062,2536.5,45.564998626708984,42.98500061035156,29.489999771118164
2023-03-03,416.54998779296875,63.692501068115234,73.0250015258789,96.33000183105469,2555.75,45.994998931884766,43.59000015258789,29.739999771118164
2023-03-06,422.20001220703125,64.23500061035156,73.30999755859375,96.62000274658203,2558.75,45.939998626708984,43.7599983215332,29.860000610351562
2023-03-07,415.4599914550781,64.1762466430664,72.87999725341797,96.06999969482422,2551.5,45.58000183105469,43.40999984741211,29.399999618530273
2023-03-08,413.1400146484375,63.93000030517578,72.78500366210938,95.93000030517578,2554.75,45.630001068115234,43.529998779296875,29.34000015258789
2023-03-09,414.6400146484375,63.67499923706055,72.7699966430664,95.77999877929688,2539.75,45.529998779296875,43.48500061035156,29.059999465942383
2023-03-10,408.0899963378906,61.95750045776367,71.2249984741211,93.86000061035156,2494.25,44.939998626708984,42.95000076293945,28.950000762939453
2023-03-13,401.70001220703125,60.529998779296875,69.55000305175781,91.83000183105469,2437.75,43.77000045776367,41.55500030517578,28.68000030517578
2023-03-14,407.19000244140625,61.32500076293945,70.58000183105469,92.98999786376953,2469.5,44.494998931884766,42.41999816894531,28.690000534057617
2023-03-15,399.9200134277344,60.852500915527344,69.94999694824219,92.1500015258789,2384.5,43.025001525878906,40.94499969482422,27.979999542236328
2023-03-16,408.2699890136719,61.522499084472656,70.91000366210938,93.38999938964844,2420.0,43.625,41.77000045776367,28.469999313354492
2023-03-17,407.4100036621094,61.0724983215332,70.34500122070312,92.6500015258789,2386.75,43.130001068115234,41.29999923706055,28.420000076293945
2023-03-20,408.3900146484375,60.755001068115234,70.3499984741211,92.6500015258789,2403.75,43.494998931884766,41.849998474121094,28.479999542236328
2023-03-21,413.3900146484375,61.845001220703125,70.94000244140625,93.33000183105469,2462.5,44.04499816894531,42.459999084472656,28.649999618530273
2023-03-22,414.8399963378906,61.904998779296875,71.05500030517578,93.5199966430664,2465.25,44.154998779296875,42.625,28.940000534057617
2023-03-23,414.42999267578125,61.36000061035156,70.48999786376953,92.98999786376953,2464.5,44.07500076293945,42.720001220703125,29.520000457763672
2023-03-24,409.1499938964844,61.102500915527344,70.30000305175781,92.75,2422.0,43.54999923706055,42.01499938964844,29.049999237060547
2023-03-27,413.55999755859375,61.412498474121094,70.83999633789062,93.36000061035156,2446.75,43.97999954223633,42.35499954223633,28.959999084472656
2023-03-28,412.489990234375,60.95500183105469,70.49500274658203,93.04000091552734,2444.75,43.96500015258789,42.38999938964844,29.329999923706055
2023-03-29,416.3599853515625,61.60749816894531,71.19999694824219,93.91999816894531,2476.5,44.540000915527344,43.01499938964844,29.559999465942383
2023-03-30,420.20001220703125,61.95750045776367,71.56999969482422,94.36000061035156,2510.25,45.02000045776367,43.599998474121094,29.790000915527344
2023-03-31,423.8800048828125,62.4900016784668,72.36499786376953,95.33999633789062,2520.0,45.290000915527344,43.90999984741211,29.81999969482422
2023-04-03,426.4200134277344,62.779998779296875,72.54499816894531,95.51000213623047,2519.5,45.279998779296875,43.869998931884766,29.780000686645508
2023-04-04,425.95001220703125,62.185001373291016,72.12999725341797,95.01000213623047,2512.5,45.20500183105469,43.89500045776367,29.770000457763672
2023-04-05,424.2900085449219,62.07749938964844,71.97000122070312,94.77999877929688,2504.25,45.275001525878906,43.724998474121094,29.600000381469727
2023-04-06,424.2300109863281,62.25,72.02999877929688,94.87999725341797,2528.5,45.53499984741211,43.869998931884766,29.649999618530273
2023-04-11,426.989990234375,62.69499969482422,72.5250015258789,95.48999786376953,2539.75,45.744998931884766,44.130001068115234,30.040000915527344
2023-04-12,426.7200012207031,62.49250030517578,72.22000122070312,95.05999755859375,2552.5,45.849998474121094,44.125,29.8700008392334
2023-04-13,427.8500061035156,62.33000183105469,72.0999984741211,94.97000122070312,2570.25,46.06999969482422,44.42499923706055,30.18000030517578
2023-04-14,429.1000061035156,63.01250076293945,72.6449966430664,95.48999786376953,2587.5,46.334999084472656,44.69499969482422,29.969999313354492
2023-04-17,429.17999267578125,63.33000183105469,72.96499633789062,96.04000091552734,2583.75,46.28499984741211,44.474998474121094,30.06999969482422
2023-04-18,431.2300109863281,63.29249954223633,73.08499908447266,96.19000244140625,2592.25,46.525001525878906,44.73500061035156,30.1200008392334
2023-04-19,430.45001220703125,63.11249923706055,72.98999786376953,95.94000244140625,2581.5,46.46500015258789,44.75,29.790000915527344
2023-04-20,429.2699890136719,62.8849983215332,72.75,95.69999694824219,2581.0,46.380001068115234,44.65999984741211,29.850000381469727
2023-04-21,429.04998779296875,63.04249954223633,72.7249984741211,95.44999694824219,2600.0,46.56999969482422,44.8650016784668,29.469999313354492
2023-04-24,428.760009765625,62.787498474121094,72.4000015258789,95.06999969482422,2605.25,46.61000061035156,44.88999938964844,29.3799991607666
2023-04-25,426.4700012207031,62.712501525878906,72.2699966430664,94.8499984741211,2598.75,46.474998474121094,44.71500015258789,28.940000534057617
2023-04-26,424.5,62.01250076293945,71.55000305175781,93.97000122070312,2577.0,46.10499954223633,44.404998779296875,29.18000030517578
2023-04-27,425.8999938964844,62.20249938964844,71.92500305175781,94.55999755859375,2574.5,46.165000915527344,44.560001373291016,29.350000381469727
2023-04-28,431.5299987792969,62.54249954223633,72.55500030517578,95.33000183105469,2575.75,46.5,44.630001068115234,29.600000381469727
2023-05-02,425.3900146484375,62.32624816894531,71.8499984741211,94.43000030517578,2558.5,45.94499969482422,44.0,29.139999389648438
2023-05-03,428.2200012207031,62.247501373291016,71.94999694824219,94.51000213623047,2566.5,46.17499923706055,44.17499923706055,29.299999237060547
2023-05-04,422.04998779296875,61.2400016784668,71.48999786376953,94.02999877929688,2538.5,45.95000076293945,43.994998931884766,29.3700008392334
2023-05-05,428.4100036621094,61.89250183105469,72.3949966430664,95.25,2561.0,46.470001220703125,44.61000061035156,29.719999313354492
2023-05-09,428.92999267578125,61.962501525878906,72.87999725341797,95.83999633789062,2549.5,46.494998931884766,44.525001525878906,29.610000610351562
2023-05-10,429.45001220703125,62.04875183105469,72.78500366210938,95.69999694824219,2544.5,46.29999923706055,44.349998474121094,29.639999389648438
2023-05-11,429.0799865722656,62.58250045776367,72.98500061035156,95.93000030517578,2555.75,46.349998474121094,44.415000915527344,29.360000610351562
2023-05-12,428.010009765625,62.662498474121094,73.26000213623047,96.20999908447266,2563.25,46.584999084472656,44.55500030517578,29.170000076293945
2023-05-15,429.1000061035156,62.55875015258789,73.45500183105469,96.5999984741211,2563.5,46.70500183105469,44.55500030517578,29.610000610351562
2023-05-16,428.6400146484375,62.66749954223633,73.33000183105469,96.41999816894531,2558.25,46.494998931884766,44.55500030517578,29.540000915527344
2023-05-17,429.1700134277344,62.7599983215332,73.52999877929688,96.68000030517578,2546.75,46.435001373291016,44.625,29.530000686645508
2023-05-18,434.69000244140625,63.89125061035156,74.58000183105469,97.88999938964844,2567.0,46.65999984741211,45.11000061035156,29.459999084472656
2023-05-19,435.9599914550781,63.775001525878906,74.54000091552734,97.8499984741211,2553.5,46.970001220703125,44.98500061035156,29.510000228881836
2023-05-22,436.8999938964844,64.13749694824219,74.80500030517578,98.30000305175781,2555.0,46.98500061035156,44.959999084472656,29.790000915527344
2023-05-23,435.2200012207031,63.9275016784668,74.65499877929688,98.0199966430664,2533.75,46.720001220703125,44.525001525878906,29.56999969482422
2023-05-24,428.29998779296875,63.157501220703125,73.48999786376953,96.58999633789062,2494.0,45.875,43.75,29.190000534057617
2023-05-25,430.489990234375,63.76750183105469,73.82499694824219,96.91999816894531,2485.0,45.689998626708984,43.779998779296875,29.06999969482422
2023-05-26,436.2799987792969,64.55000305175781,74.88500213623047,98.37000274658203,2511.75,46.2599983215332,44.494998931884766,29.520000457763672
2023-05-30,438.1099853515625,64.4175033569336,74.76499938964844,98.04000091552734,2474.25,45.7599983215332,44.05500030517578,29.25
2023-05-31,433.79998779296875,63.83250045776367,74.3499984741211,97.5,2434.25,45.26499938964844,43.29499816894531,28.790000915527344
2023-06-01,437.8800048828125,63.75374984741211,74.33999633789062,98.08000183105469,2446.0,45.66999816894531,43.724998474121094,29.399999618530273
2023-06-02,445.19000244140625,65.09249877929688,76.05999755859375,99.8499984741211,2490.25,46.32500076293945,44.38999938964844,29.969999313354492
2023-06-05,446.8399963378906,65.63249969482422,76.30000305175781,100.08000183105469,2486.75,46.1150016784668,44.05500030517578,29.90999984741211
2023-06-06,445.32000732421875,65.47000122070312,76.4000015258789,100.4000015258789,2491.5,46.31999969482422,44.125,30.139999389648438
2023-06-07,445.8699951171875,65.26750183105469,76.26000213623047,100.18000030517578,2481.5,46.23500061035156,44.099998474121094,30.270000457763672
2023-06-08,446.0299987792969,64.82250213623047,75.875,99.68000030517578,2481.0,46.2400016784668,44.15999984741211,30.290000915527344
2023-06-09,447.70001220703125,64.93499755859375,76.24500274658203,100.23999786376953,2464.5,46.154998779296875,44.060001373291016,30.469999313354492
2023-06-12,449.010009765625,65.5,76.45999908447266,100.44000244140625,2480.0,46.20000076293945,44.33000183105469,30.510000228881836
2023-06-13,454.69000244140625,65.7874984741211,77.16500091552734,101.37999725341797,2487.25,46.505001068115234,44.66999816894531,30.790000915527344
2023-06-14,456.8699951171875,65.65499877929688,77.17500305175781,101.36000061035156,2492.5,46.68000030517578,44.96500015258789,30.989999771118164
2023-06-15,458.989990234375,65.42250061035156,76.90499877929688,101.0199966430664,2492.0,46.084999084472656,44.834999084472656,31.18000030517578
2023-06-16,460.8599853515625,65.3687515258789,77.22000122070312,101.4000015258789,2496.25,46.33000183105469,45.16999816894531,31.200000762939453
2023-06-19,458.3999938964844,65.14749908447266,76.73999786376953,100.81999969482422,2471.75,45.8650016784668,44.790000915527344,31.09000015258789
2023-06-20,455.989990234375,65.0625,76.36499786376953,100.26000213623047,2463.5,45.56999969482422,44.61000061035156,30.65999984741211
2023-06-21,455.20001220703125,64.97750091552734,76.01000213623047,99.70999908447266,2466.0,45.349998474121094,44.415000915527344,30.489999771118164
2023-06-22,454.9800109863281,64.90750122070312,75.80999755859375,99.44999694824219,2451.25,45.154998779296875,44.2400016784668,30.3799991607666
2023-06-23,452.8599853515625,64.8012466430664,75.7699966430664,99.25,2432.5,44.959999084472656,43.875,29.950000762939453
2023-06-26,452.5899963378906,64.67250061035156,75.59500122070312,99.05999755859375,2436.75,44.95000076293945,43.9900016784668,30.110000610351562
2023-06-27,453.70001220703125,64.69000244140625,75.5199966430664,99.0199966430664,2446.0,44.98500061035156,44.25,30.31999969482422
2023-06-28,456.19000244140625,65.59375,76.23999786376953,99.81999969482422,2474.5,45.29999923706055,44.68000030517578,30.139999389648438
2023-06-29,457.3599853515625,65.96375274658203,76.52999877929688,100.16000366210938,2474.25,45.35499954223633,44.75,30.06999969482422
2023-06-30,462.45001220703125,66.15750122070312,77.19499969482422,100.9800033569336,2489.0,45.8849983215332,45.22999954223633,30.350000381469727
2023-07-03,463.80999755859375,66.51750183105469,77.4000015258789,101.30000305175781,2491.5,45.79499816894531,45.209999084472656,30.65999984741211
2023-07-04,464.1600036621094,66.33999633789062,77.48500061035156,101.45999908447266,2481.75,45.84000015258789,45.125,30.850000381469727
2023-07-05,463.9800109863281,66.34750366210938,77.41500091552734,101.31999969482422,2457.0,45.48500061035156,44.68000030517578,30.520000457763672
2023-07-06,457.6000061035156,65.51000213623047,76.1500015258789,99.61000061035156,2399.75,44.404998779296875,43.39500045776367,29.850000381469727
2023-07-07,460.1000061035156,65.19000244140625,76.1500015258789,99.6500015258789,2396.75,44.5,43.564998626708984,30.260000228881836
2023-07-10,458.8599853515625,65.06999969482422,75.83000183105469,99.27999877929688,2410.5,44.61000061035156,43.77000045776367,30.209999084472656
2023-07-11,460.45001220703125,64.9800033569336,76.1449966430664,99.69999694824219,2415.0,44.904998779296875,44.08000183105469,30.450000762939453
2023-07-12,466.7699890136719,65.33000183105469,76.50499725341797,100.26000213623047,2461.5,45.599998474121094,44.85499954223633,31.15999984741211
2023-07-13,468.2699890136719,64.98999786376953,76.50499725341797,100.31999969482422,2472.75,45.88999938964844,45.189998626708984,31.510000228881836
2023-07-14,471.04998779296875,65.27375030517578,76.48999786376953,100.23999786376953,2477.25,45.845001220703125,45.2599983215332,31.530000686645508
2023-07-17,470.9200134277344,65.44750213623047,76.41500091552734,100.12000274658203,2468.0,45.54499816894531,44.869998931884766,31.399999618530273
2023-07-18,472.739990234375,65.78500366210938,76.82499694824219,100.55999755859375,2484.75,45.85499954223633,44.959999084472656,31.350000381469727
2023-07-19,476.739990234375,67.27249908447266,77.50499725341797,101.31999969482422,2516.75,45.939998626708984,44.869998931884766,31.309999465942383
2023-07-20,474.6499938964844,67.13999938964844,77.56999969482422,101.33999633789062,2521.5,46.16999816894531,45.005001068115234,31.0
2023-07-21,474.42999267578125,67.11499786376953,77.67500305175781,101.54000091552734,2525.75,46.290000915527344,45.189998626708984,31.049999237060547
2023-07-24,474.70001220703125,67.30249786376953,77.95999908447266,102.05999755859375,2524.0,46.334999084472656,45.1150016784668,31.420000076293945
2023-07-25,475.9100036621094,67.25,78.36000061035156,102.68000030517578,2522.0,46.58000183105469,45.185001373291016,31.68000030517578
2023-07-26,475.0899963378906,66.8550033569336,78.08499908447266,102.26000213623047,2500.0,46.290000915527344,44.720001220703125,31.649999618530273
2023-07-27,478.67999267578125,67.66999816894531,79.20500183105469,103.68000030517578,2531.75,46.900001525878906,45.779998779296875,31.709999084472656
2023-07-28,478.0899963378906,67.5999984741211,78.95500183105469,103.5199966430664,2535.75,46.845001220703125,46.005001068115234,32.130001068115234
2023-07-31,477.8699951171875,67.5875015258789,78.98999786376953,103.58000183105469,2536.0,46.875,46.029998779296875,32.13999938964844
2023-08-01,476.8500061035156,68.05000305175781,78.94999694824219,103.45999908447266,2516.5,46.400001525878906,45.34000015258789,31.809999465942383
2023-08-02,471.95001220703125,67.49749755859375,78.0999984741211,102.27999877929688,2489.0,45.869998931884766,44.619998931884766,31.06999969482422
2023-08-03,469.7200012207031,67.17250061035156,77.68499755859375,101.83999633789062,2474.5,45.595001220703125,44.29499816894531,31.25
2023-08-04,471.9700012207031,67.19000244140625,77.59500122070312,101.69999694824219,2490.0,45.724998474121094,44.61000061035156,31.40999984741211
2023-08-07,468.8800048828125,66.75749969482422,77.37999725341797,101.4800033569336,2484.0,45.779998779296875,44.665000915527344,31.06999969482422
2023-08-08,466.3500061035156,66.6050033569336,77.22000122070312,101.13999938964844,2477.0,45.64500045776367,44.1349983215332,30.68000030517578
2023-08-09,466.67999267578125,66.69249725341797,77.15499877929688,101.08000183105469,2494.5,45.86000061035156,44.45500183105469,30.81999969482422
2023-08-10,469.5899963378906,67.05999755859375,77.53500366210938,101.58000183105469,2524.75,46.244998931884766,45.1349983215332,31.1200008392334
2023-08-11,464.57000732421875,66.52999877929688,77.0250015258789,100.83999633789062,2488.5,45.71500015258789,44.45000076293945,30.43000030517578
2023-08-14,467.17999267578125,66.94750213623047,77.51000213623047,101.33999633789062,2486.5,45.79499816894531,44.54499816894531,30.270000457763672
2023-08-15,465.1000061035156,66.43250274658203,76.9800033569336,100.62000274658203,2455.0,45.35499954223633,44.095001220703125,30.059999465942383
2023-08-16,463.5799865722656,66.08499908447266,76.84500122070312,100.45999908447266,2446.5,45.345001220703125,44.095001220703125,29.899999618530273
2023-08-17,459.32000732421875,65.49500274658203,76.33999633789062,99.87000274658203,2394.25,44.93000030517578,42.849998474121094,29.90999984741211
2023-08-18,455.1000061035156,64.94999694824219,75.72000122070312,99.08999633789062,2382.5,44.685001373291016,42.73500061035156,29.649999618530273
2023-08-21,456.1099853515625,65.11499786376953,75.7750015258789,99.12000274658203,2388.5,44.73500061035156,42.875,29.610000610351562
2023-08-22,459.4599914550781,65.59249877929688,76.51499938964844,100.0,2397.25,45.0099983215332,43.22999954223633,29.690000534057617
2023-08-23,462.0799865722656,66.12999725341797,77.0,100.69999694824219,2414.0,45.185001373291016,43.29999923706055,30.100000381469727
2023-08-24,459.8699951171875,66.20249938964844,76.69999694824219,100.37999725341797,2412.75,45.0099983215332,42.91999816894531,29.989999771118164
2023-08-25,457.67999267578125,66.16999816894531,76.71499633789062,100.44000244140625,2414.0,45.029998779296875,43.02000045776367,29.920000076293945
2023-08-29,467.7099914550781,67.3499984741211,77.96499633789062,102.05999755859375,2463.5,45.849998474121094,43.92499923706055,30.6200008392334
2023-08-30,471.1300048828125,67.31999969482422,77.91999816894531,101.91999816894531,2455.0,45.7599983215332,43.790000915527344,30.579999923706055
2023-08-31,472.05999755859375,67.77749633789062,78.53500366210938,102.5999984741211,2445.0,45.665000915527344,43.6150016784668,30.219999313354492
2023-09-01,471.32000732421875,67.99250030517578,78.88500213623047,103.13999938964844,2443.75,45.67499923706055,43.46500015258789,30.520000457763672
2023-09-04,471.1499938964844,67.91999816894531,78.92500305175781,103.23999786376953,2438.25,45.6349983215332,43.404998779296875,30.649999618530273
2023-09-05,470.70001220703125,68.0999984741211,79.20999908447266,103.58000183105469,2426.25,45.54499816894531,43.349998474121094,30.40999984741211
2023-09-06,465.8599853515625,67.79000091552734,78.56999969482422,102.73999786376953,2425.25,45.28499984741211,43.005001068115234,30.239999771118164
2023-09-07,465.1400146484375,67.68000030517578,78.48500061035156,102.54000091552734,2426.5,45.275001525878906,42.84000015258789,29.93000030517578
2023-09-08,466.9800109863281,68.0374984741211,78.63500213623047,102.72000122070312,2432.5,45.369998931884766,43.02000045776367,30.010000228881836
2023-09-11,467.32000732421875,67.82749938964844,78.63500213623047,102.76000213623047,2439.25,45.51499938964844,43.185001373291016,30.209999084472656
2023-09-12,467.1700134277344,68.06749725341797,78.66999816894531,102.87999725341797,2439.25,45.38999938964844,43.07500076293945,30.190000534057617
2023-09-13,467.6600036621094,68.07749938964844,78.63999938964844,102.83999633789062,2434.0,45.275001525878906,42.880001068115234,30.219999313354492
2023-09-14,470.0199890136719,68.63249969482422,79.65499877929688,104.13999938964844,2470.25,45.939998626708984,43.45000076293945,30.389999389648438
2023-09-15,466.4100036621094,68.24250030517578,79.29000091552734,103.62000274658203,2479.0,45.625,43.560001373291016,30.270000457763672
2023-09-18,466.1400146484375,68.16999816894531,78.91000366210938,103.19999694824219,2456.5,45.130001068115234,43.08000183105469,30.170000076293945
2023-09-19,462.5799865722656,67.64749908447266,78.55000305175781,102.69999694824219,2456.5,45.095001220703125,43.04499816894531,29.979999542236328
2023-09-20,465.2099914550781,68.01000213623047,78.7750015258789,103.0199966430664,2484.5,45.54499816894531,43.439998626708984,30.1200008392334
2023-09-21,455.5400085449219,67.13999938964844,77.5199966430664,101.37999725341797,2457.75,44.91999816894531,42.76499938964844,29.489999771118164
2023-09-22,455.1199951171875,67.2699966430664,77.48999786376953,101.4800033569336,2458.75,44.76499938964844,42.70500183105469,29.809999465942383
2023-09-25,452.2099914550781,67.10749816894531,77.44999694824219,101.4000015258789,2435.25,44.4900016784668,42.29999923706055,29.610000610351562
2023-09-26,447.9700012207031,66.74250030517578,76.83000183105469,100.54000091552734,2428.0,44.18000030517578,41.904998779296875,29.270000457763672
2023-09-27,446.760009765625,66.66999816894531,77.04000091552734,100.80000305175781,2414.5,44.119998931884766,41.935001373291016,29.309999465942383
2023-09-28,449.55999755859375,66.7300033569336,77.16000366210938,100.94000244140625,2424.0,44.310001373291016,42.26499938964844,29.309999465942383
2023-09-29,450.75,66.94999694824219,77.29000091552734,101.0999984741211,2440.5,44.459999084472656,42.369998931884766,29.420000076293945
2023-10-02,449.0199890136719,67.05000305175781,77.20500183105469,101.04000091552734,2407.5,44.02000045776367,41.994998931884766,29.209999084472656
2023-10-03,441.6000061035156,66.3499984741211,76.25,99.8499984741211,2386.0,43.505001068115234,41.55500030517578,28.850000381469727
2023-10-04,443.29998779296875,66.1875,76.0,99.45999908447266,2379.0,43.45000076293945,41.599998474121094,28.729999542236328
2023-10-05,442.3900146484375,65.95249938964844,75.96499633789062,99.43000030517578,2384.5,43.599998474121094,41.630001068115234,28.68000030517578
2023-10-06,447.4599914550781,66.23750305175781,76.44000244140625,100.08000183105469,2402.25,43.994998931884766,42.08000183105469,29.200000762939453
2023-10-09,449.7099914550781,66.76000213623047,76.95500183105469,100.58000183105469,2392.5,43.849998474121094,41.75,28.920000076293945
2023-10-10,457.82000732421875,67.61000061035156,78.03500366210938,101.94000244140625,2443.25,44.72999954223633,42.69499969482422,29.469999313354492
2023-10-11,455.739990234375,67.11750030517578,77.70500183105469,101.58000183105469,2443.25,44.75,42.64500045776367,29.6200008392334
2023-10-12,457.4599914550781,67.87999725341797,78.31999969482422,102.30000305175781,2447.0,44.814998626708984,42.61000061035156,29.479999542236328
2023-10-13,453.45001220703125,67.70500183105469,77.83499908447266,101.73999786376953,2427.75,44.35499954223633,41.98500061035156,29.270000457763672
2023-10-16,457.54998779296875,68.01750183105469,78.19999694824219,102.18000030517578,2433.0,44.5099983215332,42.150001525878906,29.459999084472656
2023-10-17,457.739990234375,68.04000091552734,77.9800033569336,101.91999816894531,2439.0,44.459999084472656,42.189998626708984,29.420000076293945
2023-10-18,454.04998779296875,67.7249984741211,77.57499694824219,101.26000213623047,2410.75,43.95500183105469,41.67499923706055,28.940000534057617
2023-10-19,451.5,67.3324966430664,76.72000122070312,100.18000030517578,2402.5,43.45000076293945,41.540000915527344,28.84000015258789
2023-10-20,442.79998779296875,66.05000305175781,75.3550033569336,98.44999694824219,2363.75,42.86000061035156,40.900001525878906,28.479999542236328
2023-10-23,443.1000061035156,65.6624984741211,75.05999755859375,98.12000274658203,2356.0,42.83000183105469,41.07500076293945,28.43000030517578
2023-10-24,443.6300048828125,66.12999725341797,75.48500061035156,98.72000122070312,2366.0,42.97999954223633,41.27000045776367,28.760000228881836
2023-10-25,441.1099853515625,65.80000305175781,75.16000366210938,98.22000122070312,2373.25,42.98500061035156,41.35499954223633,28.5
2023-10-26,434.80999755859375,65.04750061035156,74.55500030517578,97.55999755859375,2353.5,42.810001373291016,41.1349983215332,28.229999542236328
